         10624935 function calls (9814326 primitive calls) in 9.771 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.001    0.000 __init__.py:1932(_define_aliases)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6738(add_newdoc_for_scalar_type)
        8    0.000    0.000    0.003    0.000 enum.py:389(_create_)
       82    0.000    0.000    0.004    0.000 docstring.py:113(dedent_interpd)
       30    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
       60    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.001    0.001 distance.py:72(<module>)
       71    0.000    0.000    0.000    0.000 deprecation.py:237(finalize)
        1    0.000    0.000    0.005    0.005 __init__.py:317(<module>)
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
      187    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
     1198    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       82    0.000    0.000    0.000    0.000 inspect.py:525(_findclass)
        1    0.000    0.000    0.000    0.000 staging.py:98(random_square)
      187    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
        2    0.000    0.000    0.010    0.005 shape_base.py:1(<module>)
     10/2    0.000    0.000    0.015    0.007 pyplot.py:182(switch_backend)
      176    0.000    0.000    0.000    0.000 rcsetup.py:58(__call__)
        1    0.000    0.000    0.022    0.022 __init__.py:13(<module>)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
       11    0.000    0.000    0.001    0.000 decorator.py:169(make)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
      569    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
      130    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.002    0.002 datetime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:325(<listcomp>)
     56/9    0.000    0.000    0.002    0.000 pyparsing.py:3881(leaveWhitespace)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3952(copy)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
       36    0.000    0.000    0.000    0.000 pyparsing.py:2854(__init__)
      355    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 _base.py:410(_AxesBase)
       19    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
      189    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
      376    0.000    0.000    0.000    0.000 abc.py:137(__instancecheck__)
      467    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
       99    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.009    0.009 cm.py:19(<module>)
      467    0.000    0.000    0.000    0.000 artist.py:1334(<genexpr>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:5(<module>)
       27    0.000    0.000    0.017    0.001 __init__.py:971(rc_params_from_file)
      153    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
       54    0.000    0.000    0.000    0.000 pyparsing.py:3354(__str__)
       60    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3954(<listcomp>)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
      126    0.000    0.000    0.000    0.000 colors.py:655(__init__)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:873(<dictcomp>)
      374    0.000    0.000    0.000    0.000 typing.py:590(_is_dunder)
        1    0.000    0.000    0.002    0.002 socket.py:47(<module>)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1512(setParseAction)
      324    0.000    0.000    0.000    0.000 rcsetup.py:144(validate_float)
       72    0.000    0.000    0.000    0.000 __init__.py:1952(make_alias)
        1    0.000    0.000    0.007    0.007 pyparsing.py:6381(pyparsing_common)
       30    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
      464    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       88    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.036    0.036 __init__.py:189(<module>)
      467    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
        1    0.000    0.000    0.000    0.000 staging.py:238(__init__)
      467    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       31    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
       27    0.000    0.000    0.001    0.000 core.py:172(iter_style_files)
        5    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
      461    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       22    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        7    0.000    0.000    0.001    0.000 nonlin.py:1531(_nonlin_wrapper)
       37    0.000    0.000    0.000    0.000 pyparsing.py:3323(parseImpl)
      355    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       11    0.000    0.000    0.059    0.005 artist.py:1578(kwdoc)
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
        1    0.000    0.000    0.007    0.007 font_manager.py:14(<module>)
      598    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
    80/76    0.000    0.000    0.015    0.000 __init__.py:811(__getitem__)
       56    0.000    0.000    0.000    0.000 rcsetup.py:71(<listcomp>)
       42    0.000    0.000    0.000    0.000 pyparsing.py:946(copy)
        1    0.000    0.000    0.002    0.002 signal.py:1(<module>)
       24    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
       16    0.000    0.000    0.001    0.000 _version.py:55(__init__)
      145    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
        9    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
      394    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        7    0.000    0.000    0.004    0.001 enum.py:633(_convert)
        1    0.000    0.000    0.005    0.005 mathtext.py:16(<module>)
       66    0.000    0.000    0.001    0.000 pyparsing.py:2124(__add__)
        1    0.000    0.000    0.000    0.000 rrule.py:7(<module>)
       86    0.000    0.000    0.004    0.000 inspect.py:3081(signature)
       24    0.000    0.000    0.001    0.000 traceback.py:200(extract_stack)
       31    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
      309    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       15    0.000    0.000    0.000    0.000 __init__.py:2036(_warn_external)
       11    0.000    0.000    0.000    0.000 utils.py:75(__call__)
      307    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      310    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
       17    0.000    0.000    0.000    0.000 cycler.py:191(_from_iter)
        1    0.000    0.000    0.003    0.003 linalg.py:10(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
       30    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
        1    0.000    0.000    0.007    0.007 patches.py:1(<module>)
     24/4    0.000    0.000    0.001    0.000 pyparsing.py:4014(streamline)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1774(set)
       90    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      121    0.000    0.000    0.000    0.000 pyparsing.py:1622(preParse)
       16    0.000    0.000    0.002    0.000 rcsetup.py:794(cycler)
      725    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       80    0.000    0.000    0.000    0.000 function_base.py:257(iterable)
       96    0.000    0.000    0.001    0.000 traceback.py:282(line)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
       12    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
      244    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _datasource.py:272(DataSource)
        1    0.000    0.000    0.004    0.004 pickle.py:24(<module>)
       60    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.028    0.028 __init__.py:385(<module>)
       11    0.000    0.000    0.001    0.000 decorator.py:202(create)
        1    0.000    0.000    0.004    0.004 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       32    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
       57    0.000    0.000    0.000    0.000 typing.py:165(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 colors.py:88(<dictcomp>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:79(bitname)
        1    0.000    0.000    0.001    0.001 blas.py:202(<module>)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2531(__str__)
       93    0.000    0.000    0.000    0.000 pyparsing.py:304(__init__)
        1    0.000    0.000    0.004    0.004 __init__.py:41(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
       22    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
       97    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
      188    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       63    0.000    0.000    0.000    0.000 rcsetup.py:447(validate_fontsize)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.001    0.001 dates.py:134(<module>)
      308    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
       30    0.000    0.000    0.000    0.000 __init__.py:1925(getLogger)
        1    0.000    0.000    0.002    0.002 inspect.py:27(<module>)
        1    0.000    0.000    0.005    0.005 pathlib.py:1(<module>)
       76    0.000    0.000    0.000    0.000 types.py:164(__get__)
        1    0.000    0.000    0.007    0.007 _backend_tk.py:1(<module>)
        4    0.000    0.000    0.451    0.113 __init__.py:2(<module>)
        1    0.000    0.000    0.041    0.041 _axes.py:1(<module>)
       31    0.000    0.000    0.000    0.000 cm.py:48(revcmap)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
        1    0.000    0.000    0.002    0.002 scimath.py:17(<module>)
       19    0.000    0.000    0.000    0.000 path.py:96(__init__)
        1    0.000    0.000    0.004    0.004 __init__.py:31(<module>)
        1    0.000    0.000    0.004    0.004 npyio.py:1(<module>)
       31    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
    16/14    0.000    0.000    0.000    0.000 typing.py:248(inner)
       26    0.000    0.000    0.002    0.000 _backend.py:102(generate_multimethod)
        1    0.000    0.000    0.001    0.001 tz.py:9(<module>)
       12    0.000    0.000    0.015    0.001 artist.py:1193(__init__)
       23    0.000    0.000    0.000    0.000 pathlib.py:644(_parse_args)
       24    0.000    0.000    0.000    0.000 dviread.py:154(decorate)
       75    0.000    0.000    0.000    0.000 cm.py:65(_reverse_cmap_spec)
       28    0.000    0.000    0.000    0.000 rcsetup.py:56(<dictcomp>)
       55    0.000    0.000    0.000    0.000 rcsetup.py:717(__call__)
      165    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       72    0.000    0.000    0.001    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       14    0.000    0.000    0.000    0.000 getlimits.py:365(__new__)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:181(<listcomp>)
      113    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.015    0.015 __init__.py:219(<module>)
    24/12    0.000    0.000    0.001    0.000 pyparsing.py:4232(parseImpl)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:5(<module>)
       20    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2812(__init__)
      254    0.000    0.000    0.000    0.000 pyparsing.py:3866(<genexpr>)
        6    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.005    0.005 image.py:4(<module>)
        3    0.000    0.000    0.000    0.000 six.py:848(wrapper)
       30    0.000    0.000    0.000    0.000 rcsetup.py:304(__call__)
        1    0.000    0.000    0.010    0.010 subprocess.py:42(<module>)
      153    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
       32    0.000    0.000    0.000    0.000 enum.py:442(_get_mixins_)
      387    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7fbddf61d0e0}
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
        1    0.000    0.000    0.028    0.028 text.py:3(<module>)
       20    0.000    0.000    0.001    0.000 deprecation.py:269(_rename_parameter)
       12    0.000    0.000    0.001    0.000 deprecation.py:325(_delete_parameter)
        1    0.000    0.000    0.002    0.002 __init__.py:24(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       31    0.000    0.000    0.001    0.000 contextlib.py:107(__enter__)
        2    0.000    0.000    0.006    0.003 __init__.py:3(<module>)
        1    0.000    0.000    0.082    0.082 __init__.py:88(<module>)
      160    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:151(<module>)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
       86    0.000    0.000    0.000    0.000 pyparsing.py:4074(<genexpr>)
      109    0.000    0.000    0.000    0.000 deprecation.py:117(deprecated)
        1    0.000    0.000    0.001    0.001 hmac.py:4(<module>)
